date,energy,time_hours,time_period,moth
2014-08-23,1.114,12,AM,August
2014-12-11,0.405,4,PM,December
2014-08-19,1.728,6,AM,August
2014-07-31,1.901,7,AM,July
2014-05-20,0.291,4,PM,May
2014-11-24,0.223,10,PM,November
2014-07-19,3.463,8,AM,July
2014-03-17,0.266,3,PM,March
2014-01-14,1.236,9,PM,January
2014-03-01,0.864,5,PM,March
2014-07-01,1.236,10,PM,July
2014-04-10,0.093,9,AM,April
2014-06-03,1.285,9,PM,June
2014-05-15,1.498,8,PM,May
2014-12-22,0.405,3,PM,December
2014-09-22,0.154,2,AM,September
2014-10-04,0.2,4,AM,October
2014-06-10,0.67,4,PM,June
2014-12-29,0.235,2,AM,December
2014-05-17,0.221,1,AM,May
2014-09-23,0.21,12,AM,September
2014-02-07,0.432,10,AM,February
2014-08-10,0.662,10,AM,August
2014-08-12,0.799,9,PM,August
2014-09-27,0.407,12,PM,September
2014-12-24,0.589,10,PM,December
2014-01-19,0.57,1,AM,January
2014-08-02,1.31,7,AM,August
2014-11-08,0.278,1,PM,November
2014-08-25,0.317,12,AM,August
2014-11-05,0.076,3,AM,November
2014-10-09,0.221,8,AM,October
2014-12-19,0.255,4,AM,December
2014-05-09,0.272,2,PM,May
2014-07-16,1.08,12,PM,July
2014-11-02,0.14,5,AM,November
2014-02-16,0.678,10,PM,February
2014-05-23,0.336,4,PM,May
2014-05-12,0.275,4,PM,May
2014-05-12,0.372,11,PM,May
2014-12-04,0.66,11,PM,December
2014-07-26,0.842,5,AM,July
2014-12-25,0.51,10,AM,December
2014-02-23,2.052,8,PM,February
2014-03-12,0.158,1,AM,March
2014-12-08,0.418,1,PM,December
2014-07-27,5.054,6,PM,July
2014-10-11,0.185,3,AM,October
2014-11-24,0.162,1,PM,November
2014-08-21,1.714,6,PM,August
2014-10-10,0.796,5,PM,October
2014-10-05,0.637,9,AM,October
2014-11-28,0.495,11,PM,November
2014-04-15,0.535,7,PM,April
2014-10-14,0.144,1,AM,October
2014-03-05,0.88,5,AM,March
2014-02-22,0.72,1,PM,February
2014-08-23,1.112,4,PM,August
2014-10-05,0.913,8,AM,October
2014-01-28,0.92,2,PM,January
2014-11-14,0.502,6,AM,November
2014-05-27,0.986,6,PM,May
2014-02-14,0.475,9,PM,February
2014-01-18,0.952,10,PM,January
2014-03-17,0.799,7,AM,March
2014-06-20,0.598,4,PM,June
2014-03-25,0.336,1,PM,March
2014-01-25,2.2,11,PM,January
2014-01-08,2.808,5,PM,January
2014-06-04,0.77,4,PM,June
2014-07-09,2.964,5,PM,July
2014-11-15,0.387,11,PM,November
2014-09-18,0.368,10,PM,September
2014-10-06,0.211,2,PM,October
2014-01-14,0.824,1,PM,January
2014-01-08,1.1,12,PM,January
2014-09-19,0.183,12,AM,September
2014-12-01,0.64,9,PM,December
2014-07-09,2.563,6,AM,July
2014-10-22,0.587,5,AM,October
2014-08-14,0.514,10,AM,August
2014-03-24,0.562,9,PM,March
2014-07-27,1.344,10,PM,July
2014-05-22,0.371,4,PM,May
2014-11-16,0.267,1,PM,November
2014-05-13,0.968,5,AM,May
2014-01-07,2.596,5,AM,January
2014-07-26,1.152,10,PM,July
2014-07-13,1.296,11,PM,July
2014-11-27,0.18,10,AM,November
2014-03-03,0.378,3,PM,March
2014-04-13,0.425,8,AM,April
2014-07-13,2.839,8,AM,July
2014-01-14,3.264,8,PM,January
2014-12-29,0.523,10,PM,December
2014-01-03,2.112,6,AM,January
2014-10-12,0.349,9,PM,October
2014-07-25,1.368,12,PM,July
2014-02-20,0.266,3,AM,February
2014-02-09,0.421,4,AM,February
2014-07-31,0.874,4,PM,July
2014-01-15,0.712,4,PM,January
2014-05-29,1.142,6,PM,May
2014-03-16,0.763,9,AM,March
2014-05-04,0.698,9,AM,May
2014-03-19,0.452,11,AM,March
2014-12-21,0.264,5,AM,December
2014-10-22,0.264,11,PM,October
2014-10-26,0.451,2,PM,October
2014-08-03,1.901,8,PM,August
2014-09-04,0.232,2,PM,September
2014-12-23,0.968,5,AM,December
2014-08-05,0.542,1,PM,August
2014-03-05,0.452,12,PM,March
2014-10-25,0.166,5,AM,October
2014-09-26,0.298,11,AM,September
2014-08-09,0.299,3,AM,August
2014-11-25,0.579,5,AM,November
2014-01-07,2.604,6,PM,January
2014-02-27,0.571,8,AM,February
2014-06-26,0.706,3,PM,June
2014-01-20,0.96,8,AM,January
2014-10-18,0.616,3,PM,October
2014-12-20,0.29,2,AM,December
2014-12-18,0.386,12,AM,December
2014-03-19,0.288,8,AM,March
2014-04-23,0.064,4,AM,April
2014-02-18,0.264,1,AM,February
2014-09-16,0.319,11,AM,September
2014-03-11,0.158,2,AM,March
2014-08-26,0.566,1,PM,August
2014-11-15,0.316,1,PM,November
2014-10-28,0.243,10,PM,October
2014-04-07,0.119,3,PM,April
2014-02-22,1.42,8,AM,February
2014-10-10,0.291,11,AM,October
2014-11-11,0.268,10,PM,November
2014-06-26,1.026,11,AM,June
2014-11-08,0.146,2,AM,November
2014-01-02,0.896,3,PM,January
2014-12-16,0.427,3,PM,December
2014-11-18,0.095,4,AM,November
2014-12-01,0.3,9,AM,December
2014-12-28,1.049,3,PM,December
2014-01-27,0.448,1,AM,January
2014-08-21,0.509,10,AM,August
2014-06-26,1.723,5,AM,June
2014-04-26,0.189,1,PM,April
2014-08-28,1.404,5,PM,August
2014-02-10,0.437,4,PM,February
2014-10-01,0.242,4,PM,October
2014-01-09,0.424,3,AM,January
2014-05-12,0.154,3,AM,May
2014-01-16,1.092,9,PM,January
2014-03-09,1.699,6,PM,March
2014-02-28,1.478,5,AM,February
2014-09-30,0.333,3,PM,September
2014-10-14,0.475,7,AM,October
2014-11-20,0.122,9,AM,November
2014-10-16,0.279,12,PM,October
2014-12-31,0.222,1,AM,December
2014-07-12,0.655,4,AM,July
2014-05-27,0.38,12,PM,May
2014-10-24,0.972,7,PM,October
2014-05-14,0.785,7,AM,May
2014-04-26,0.221,2,PM,April
2014-12-17,0.524,3,PM,December
2014-03-21,1.238,7,PM,March
2014-03-06,0.896,6,PM,March
2014-05-24,0.413,11,AM,May
2014-12-08,0.449,10,AM,December
2014-07-30,0.989,2,PM,July
2014-04-13,0.194,12,PM,April
2014-03-05,0.278,8,AM,March
2014-06-25,0.32,4,AM,June
2014-03-08,1.339,8,PM,March
2014-08-31,0.66,10,PM,August
2014-09-17,0.382,11,PM,September
2014-01-10,2.398,5,AM,January
2014-08-25,0.228,4,AM,August
2014-12-20,1.531,7,AM,December
2014-09-30,0.172,12,AM,September
2014-04-13,0.518,7,PM,April
2014-01-13,2.2,5,AM,January
2014-05-23,0.291,10,AM,May
2014-04-21,0.067,4,AM,April
2014-03-31,1.357,8,PM,March
2014-02-03,1.978,8,PM,February
2014-05-02,0.583,7,AM,May
2014-11-27,0.205,3,PM,November
2014-06-15,1.199,10,AM,June
2014-02-11,0.418,8,AM,February
2014-10-11,1.231,8,PM,October
2014-06-30,1.035,10,PM,June
2014-12-12,0.222,1,AM,December
2014-03-24,0.134,1,AM,March
2014-02-06,0.214,2,AM,February
2014-06-22,0.47,1,AM,June
2014-01-05,2.952,6,PM,January
2014-10-28,0.233,10,AM,October
2014-07-22,3.394,6,PM,July
2014-11-25,0.083,4,AM,November
2014-08-28,0.342,9,AM,August
2014-10-01,0.357,10,PM,October
2014-03-27,0.926,5,PM,March
2014-02-06,0.214,1,AM,February
2014-02-22,0.896,3,PM,February
2014-10-12,0.36,1,PM,October
2014-05-15,1.064,6,PM,May
2014-07-17,0.437,3,AM,July
2014-11-04,0.104,2,AM,November
2014-12-26,0.414,9,PM,December
2014-11-10,0.27,11,AM,November
2014-02-21,0.226,4,AM,February
2014-11-24,0.09,1,AM,November
2014-05-10,0.47,11,AM,May
2014-07-01,3.312,6,AM,July
2014-06-16,3.758,7,PM,June
2014-12-04,1.222,5,AM,December
2014-05-25,0.36,10,PM,May
2014-07-26,3.082,7,AM,July
2014-05-05,0.424,11,AM,May
2014-02-28,0.47,2,PM,February
2014-09-18,0.258,2,PM,September
2014-11-11,0.147,9,AM,November
2014-08-15,0.523,3,PM,August
2014-07-11,0.806,4,PM,July
2014-01-12,4.176,6,PM,January
2014-08-09,0.698,12,PM,August
2014-11-06,0.149,4,PM,November
2014-05-26,0.346,3,PM,May
2014-07-25,1.066,8,AM,July
2014-03-10,0.358,2,PM,March
2014-03-12,0.742,7,AM,March
2014-08-25,2.182,7,PM,August
2014-12-01,1.707,8,PM,December
2014-10-23,0.113,3,AM,October
2014-03-28,1.086,6,PM,March
2014-04-12,0.088,2,AM,April
2014-01-29,0.92,10,AM,January
2014-08-08,0.461,4,PM,August
2014-05-16,0.278,4,PM,May
2014-02-06,0.684,12,PM,February
2014-11-20,0.1,1,AM,November
2014-11-01,0.446,4,PM,November
2014-02-09,0.612,9,PM,February
2014-06-20,0.821,10,AM,June
2014-12-08,1.101,5,AM,December
2014-02-24,0.523,3,PM,February
2014-10-23,0.124,1,AM,October
2014-03-25,0.333,8,AM,March
2014-07-29,0.941,8,AM,July
2014-07-14,3.526,5,PM,July
2014-09-30,0.125,1,AM,September
2014-04-06,0.187,11,AM,April
2014-10-24,0.655,6,AM,October
2014-06-16,0.954,10,PM,June
2014-05-25,0.608,12,AM,May
2014-12-11,0.4,3,PM,December
2014-09-07,0.374,10,AM,September
2014-05-30,1.512,7,PM,May
2014-04-11,0.142,1,PM,April
2014-05-07,0.31,3,PM,May
2014-03-26,0.13,2,AM,March
2014-07-30,0.96,11,AM,July
2014-06-21,0.448,2,AM,June
2014-08-26,1.156,7,AM,August
2014-11-19,0.742,8,PM,November
2014-07-30,0.816,1,PM,July
2014-11-06,0.12,12,AM,November
2014-06-22,2.462,7,AM,June
2014-07-25,2.784,11,PM,July
2014-04-01,0.13,4,PM,April
2014-08-17,1.085,12,AM,August
2014-04-15,0.347,5,AM,April
2014-02-15,0.313,4,AM,February
2014-02-25,0.492,10,PM,February
2014-05-02,0.97,6,AM,May
2014-03-04,0.262,1,PM,March
2014-03-07,1.238,7,PM,March
2014-04-29,0.132,2,PM,April
2014-10-25,0.214,4,AM,October
2014-11-12,0.097,3,AM,November
2014-05-07,0.368,2,PM,May
2014-06-22,1.123,1,PM,June
2014-09-03,0.141,4,AM,September
2014-01-18,2.664,7,AM,January
2014-06-08,0.927,11,PM,June
2014-03-02,1.728,6,PM,March
2014-06-19,1.035,11,AM,June
2014-12-30,0.431,4,PM,December
2014-03-08,1.354,7,PM,March
2014-06-26,0.799,8,AM,June
2014-09-07,1.147,8,PM,September
2014-09-15,0.297,4,PM,September
2014-09-07,0.308,11,PM,September
2014-02-19,1.613,6,PM,February
2014-08-10,0.353,5,AM,August
2014-11-15,0.409,4,PM,November
2014-04-03,0.083,9,AM,April
2014-12-05,0.198,3,AM,December
2014-02-23,0.922,12,AM,February
2014-12-15,1.004,5,AM,December
2014-05-21,0.376,10,PM,May
2014-03-21,0.283,12,AM,March
2014-04-18,0.053,1,AM,April
2014-04-15,0.14,10,AM,April
2014-04-27,0.105,1,AM,April
2014-06-01,1.071,10,PM,June
2014-08-14,1.526,6,AM,August
2014-05-18,0.557,6,AM,May
2014-03-10,0.269,10,AM,March
2014-02-17,0.486,12,PM,February
2014-04-24,0.131,4,PM,April
2014-07-21,1.224,11,PM,July
2014-10-14,0.266,1,PM,October
2014-08-26,0.432,3,PM,August
2014-11-18,0.154,9,AM,November
2014-03-26,0.349,10,AM,March
2014-06-17,2.419,8,PM,June
2014-09-11,0.716,5,AM,September
2014-05-31,0.209,3,AM,May
2014-10-11,0.209,5,AM,October
2014-07-19,5.054,6,PM,July
2014-07-18,1.212,11,AM,July
2014-04-10,0.382,5,PM,April
2014-02-16,1.793,7,PM,February
2014-10-23,0.285,11,PM,October
2014-06-07,2.311,7,AM,June
2014-07-02,0.984,11,AM,July
2014-11-05,0.157,12,AM,November
2014-05-12,0.275,10,AM,May
2014-07-08,1.14,11,AM,July
2014-08-01,0.49,2,PM,August
2014-10-23,0.288,4,PM,October
2014-07-09,2.506,7,AM,July
2014-01-03,3.068,5,PM,January
2014-07-18,0.806,2,PM,July
2014-05-15,0.301,2,PM,May
2014-02-27,0.785,9,PM,February
2014-05-29,0.67,7,AM,May
2014-05-07,0.282,1,PM,May
2014-01-31,0.648,3,PM,January
2014-08-28,0.678,11,PM,August
2014-11-06,0.126,9,AM,November
2014-05-09,0.206,12,AM,May
2014-09-11,0.129,4,AM,September
2014-02-12,0.32,12,AM,February
2014-07-25,4.925,7,PM,July
2014-07-18,1.056,4,PM,July
2014-10-26,0.41,12,PM,October
2014-10-22,0.315,12,PM,October
2014-10-28,0.12,2,AM,October
2014-08-21,1.518,5,AM,August
2014-09-21,0.47,12,PM,September
2014-07-07,1.056,8,AM,July
2014-01-24,0.444,4,AM,January
2014-12-08,0.218,2,AM,December
2014-11-03,0.193,3,PM,November
2014-12-16,0.446,12,PM,December
2014-12-08,1.459,5,PM,December
2014-05-06,0.33,4,PM,May
2014-06-05,0.481,12,AM,June
2014-10-28,0.756,6,PM,October
2014-08-09,0.306,2,AM,August
2014-02-27,0.403,4,PM,February
2014-12-11,1.492,6,AM,December
2014-03-29,0.67,5,PM,March
2014-05-10,0.662,3,PM,May
2014-11-19,0.227,11,AM,November
2014-07-02,2.03,7,AM,July
2014-07-30,3.998,6,PM,July
2014-10-21,0.797,8,PM,October
2014-06-05,0.583,10,AM,June
2014-07-20,1.325,9,PM,July
2014-04-15,0.069,3,AM,April
2014-05-18,1.368,6,PM,May
2014-09-16,1.436,7,PM,September
2014-05-22,0.19,4,AM,May
2014-09-02,0.433,9,PM,September
2014-02-11,0.523,2,PM,February
2014-10-15,0.102,1,AM,October
2014-03-15,0.672,2,PM,March
2014-07-09,0.893,1,PM,July
2014-06-02,0.994,9,PM,June
2014-12-18,0.238,3,AM,December
2014-03-14,0.352,8,AM,March
2014-12-22,0.512,12,PM,December
2014-03-05,0.165,3,AM,March
2014-11-09,0.216,10,AM,November
2014-04-19,0.324,4,PM,April
2014-08-22,0.451,3,PM,August
2014-03-13,0.485,9,PM,March
2014-07-22,1.027,3,PM,July
2014-08-07,0.466,4,PM,August
2014-09-23,0.28,11,PM,September
2014-01-08,1.512,7,AM,January
2014-12-11,0.98,7,AM,December
2014-04-14,0.049,2,AM,April
2014-10-17,0.247,2,PM,October
2014-01-17,0.356,2,AM,January
2014-06-24,1.966,6,AM,June
2014-01-06,0.468,3,AM,January
2014-08-08,1.392,11,PM,August
2014-12-23,0.44,10,PM,December
2014-10-26,1.156,8,PM,October
2014-02-09,0.516,11,PM,February
2014-06-01,1.571,5,PM,June
2014-12-11,0.49,11,PM,December
2014-03-09,0.23,2,AM,March
2014-08-04,1.978,8,PM,August
2014-09-10,0.252,8,AM,September
2014-10-08,0.589,7,AM,October
2014-10-15,0.288,10,AM,October
2014-12-29,0.356,10,AM,December
2014-09-16,0.246,12,AM,September
2014-05-28,0.278,8,AM,May
2014-01-09,0.8,2,PM,January
2014-04-07,0.15,10,PM,April
2014-03-14,0.599,10,PM,March
2014-01-29,0.424,1,AM,January
2014-05-17,1.584,8,PM,May
2014-03-23,0.64,6,AM,March
2014-11-28,0.139,12,AM,November
2014-08-23,1.058,3,PM,August
2014-10-27,0.104,2,AM,October
2014-01-29,0.89,11,AM,January
2014-03-21,0.272,10,AM,March
2014-11-08,0.149,10,PM,November
2014-01-30,0.416,4,AM,January
2014-06-05,0.41,2,AM,June
2014-04-06,0.206,12,AM,April
2014-05-05,0.266,2,PM,May
2014-03-06,1.027,6,AM,March
2014-12-26,1.544,6,AM,December
2014-02-02,1.987,6,PM,February
2014-02-03,0.588,11,AM,February
2014-11-05,0.497,6,AM,November
2014-03-26,0.598,7,AM,March
2014-06-21,0.85,10,PM,June
2014-08-11,1.944,7,PM,August
2014-09-10,0.592,7,AM,September
2014-06-18,0.353,3,AM,June
2014-11-06,0.589,6,AM,November
2014-03-28,0.24,12,AM,March
2014-11-01,0.437,7,AM,November
2014-05-17,1.642,7,PM,May
2014-11-27,0.216,11,PM,November
2014-02-24,0.727,9,PM,February
2014-12-29,0.32,12,AM,December
2014-12-02,1.016,5,AM,December
2014-07-02,0.826,1,PM,July
2014-07-27,5.141,8,PM,July
2014-05-25,0.531,2,PM,May
2014-03-26,0.36,11,PM,March
2014-12-25,0.488,4,PM,December
2014-05-28,0.538,9,PM,May
2014-01-22,2.208,6,AM,January
2014-11-25,0.252,12,PM,November
2014-09-12,0.685,5,AM,September
2014-11-23,0.414,2,PM,November
2014-01-17,0.872,4,PM,January
2014-12-22,0.24,2,AM,December
2014-03-19,0.342,10,AM,March
2014-06-27,0.72,9,PM,June
2014-10-21,0.321,11,PM,October
2014-10-31,1.004,7,PM,October
2014-07-30,0.538,1,AM,July
2014-03-13,1.047,5,AM,March
2014-06-07,0.983,11,AM,June
2014-05-24,0.832,8,AM,May
2014-02-17,0.266,3,AM,February
2014-01-14,0.832,8,AM,January
2014-03-03,0.314,1,PM,March
2014-03-22,0.204,4,AM,March
2014-04-29,0.127,1,PM,April
2014-08-15,0.262,3,AM,August
2014-12-29,0.733,9,PM,December
2014-10-04,0.286,10,PM,October
2014-06-24,0.346,1,AM,June
2014-12-31,1.448,6,PM,December
2014-10-07,0.23,8,AM,October
2014-09-21,0.515,12,AM,September
2014-12-11,0.24,1,AM,December
2014-08-27,0.427,10,AM,August
2014-11-23,0.259,11,PM,November
2014-04-15,0.153,12,PM,April
2014-11-26,0.842,8,PM,November
2014-01-11,1.404,12,PM,January
2014-06-09,2.52,6,PM,June
2014-05-25,0.408,11,AM,May
2014-01-27,0.392,4,AM,January
2014-12-05,1.586,6,PM,December
2014-02-24,0.214,1,AM,February
2014-04-26,0.632,7,PM,April
2014-12-10,0.333,9,AM,December
2014-03-06,0.368,10,AM,March
2014-06-23,0.374,2,AM,June
2014-12-05,0.213,2,AM,December
2014-05-01,1.114,6,AM,May
2014-07-15,0.418,4,AM,July
2014-04-14,0.141,11,AM,April
2014-02-26,0.564,10,PM,February
2014-06-19,0.828,12,PM,June
2014-03-02,0.278,4,AM,March
2014-07-12,0.883,9,PM,July
2014-06-03,2.106,5,PM,June
2014-01-06,0.486,12,AM,January
2014-12-24,0.249,2,AM,December
2014-01-26,1.782,4,PM,January
2014-10-07,1.027,8,PM,October
2014-10-02,0.632,5,PM,October
2014-09-27,0.725,5,PM,September
2014-06-21,1.181,6,AM,June
2014-05-03,0.394,1,PM,May
2014-10-03,0.624,5,PM,October
2014-03-12,1.101,8,PM,March
2014-03-01,0.233,1,AM,March
2014-09-02,0.28,12,PM,September
2014-02-15,0.634,11,AM,February
2014-10-17,0.132,2,AM,October
2014-06-21,1.588,5,PM,June
2014-01-15,0.648,1,PM,January
2014-03-21,0.633,10,PM,March
2014-03-10,0.355,3,PM,March
2014-02-15,0.713,10,AM,February
2014-02-20,0.418,1,PM,February
2014-12-28,1.487,8,AM,December
2014-06-08,3.823,8,PM,June
2014-06-13,0.792,12,PM,June
2014-09-25,0.113,4,AM,September
2014-03-14,0.905,5,PM,March
2014-12-10,1.54,6,PM,December
2014-08-12,0.486,11,PM,August
2014-04-02,0.103,9,AM,April
2014-05-20,0.358,1,PM,May
2014-08-23,0.437,10,PM,August
2014-09-04,1.31,7,PM,September
2014-03-05,0.864,7,AM,March
2014-12-30,1.866,8,PM,December
2014-12-31,0.32,9,AM,December
2014-06-25,1.782,5,AM,June
2014-12-12,0.18,3,AM,December
2014-07-12,2.203,9,AM,July
2014-11-24,0.373,7,AM,November
2014-05-21,0.442,9,PM,May
2014-05-25,0.842,5,PM,May
2014-10-25,0.364,11,AM,October
2014-06-10,0.864,2,PM,June
2014-06-23,0.632,9,AM,June
2014-05-18,0.432,11,PM,May
2014-09-02,1.512,7,PM,September
2014-07-15,1.67,9,PM,July
2014-05-13,0.384,10,PM,May
2014-05-25,0.684,9,AM,May
2014-08-17,0.845,2,PM,August
2014-09-01,0.47,9,PM,September
2014-05-21,0.428,11,PM,May
2014-03-04,0.133,1,AM,March
2014-04-07,0.07,3,AM,April
2014-09-27,0.47,11,AM,September
2014-02-02,0.96,2,PM,February
2014-02-09,2.462,8,PM,February
2014-10-02,0.966,6,PM,October
2014-08-09,2.182,8,PM,August
2014-05-05,1.536,8,PM,May
2014-01-15,1.656,7,AM,January
2014-04-19,0.207,12,PM,April
2014-10-11,0.171,2,AM,October
2014-04-27,0.218,6,AM,April
2014-05-08,0.349,3,PM,May
2014-12-30,0.251,1,AM,December
2014-06-05,3.856,7,PM,June
2014-12-15,2.094,8,PM,December
2014-03-09,0.274,1,AM,March
2014-02-06,0.51,11,AM,February
2014-12-27,1.243,11,PM,December
2014-06-03,0.605,4,PM,June
2014-01-12,0.504,5,AM,January
2014-04-04,0.097,9,PM,April
2014-11-14,0.102,2,AM,November
2014-05-28,1.03,6,PM,May
2014-04-30,0.14,10,AM,April
2014-10-12,0.502,9,AM,October
2014-11-30,0.389,6,AM,November
2014-01-16,0.704,8,AM,January
2014-02-10,0.606,10,PM,February
2014-05-28,0.283,12,AM,May
2014-05-12,0.376,10,PM,May
2014-01-28,0.672,3,PM,January
2014-01-16,0.832,10,AM,January
2014-10-27,0.096,1,AM,October
2014-04-22,0.297,5,AM,April
2014-11-18,0.806,8,PM,November
2014-10-15,0.541,5,AM,October
2014-01-03,0.416,4,AM,January
2014-10-14,0.264,11,PM,October
2014-09-28,0.496,11,AM,September
2014-03-22,0.828,3,PM,March
2014-10-25,0.313,1,PM,October
2014-05-12,0.942,5,AM,May
2014-11-25,0.095,1,AM,November
2014-05-25,1.175,8,AM,May
2014-06-07,0.662,9,PM,June
2014-02-16,0.425,2,AM,February
2014-08-24,0.583,1,PM,August
2014-02-11,0.57,11,AM,February
2014-01-10,2.964,5,PM,January
2014-11-06,0.162,1,PM,November
2014-05-25,0.512,6,AM,May
2014-04-06,0.637,6,PM,April
2014-04-29,0.416,6,PM,April
2014-08-14,0.594,12,PM,August
2014-04-08,0.132,12,PM,April
2014-07-09,0.864,9,AM,July
2014-09-27,0.658,11,PM,September
2014-11-11,0.278,9,PM,November
2014-01-24,0.64,4,PM,January
2014-04-24,0.108,2,PM,April
2014-01-20,0.86,12,PM,January
2014-11-18,0.421,7,AM,November
2014-02-28,0.413,8,AM,February
2014-08-30,0.338,5,AM,August
2014-05-14,0.408,10,PM,May
2014-10-01,0.116,2,AM,October
2014-01-29,0.76,4,PM,January
2014-12-01,0.605,12,PM,December
2014-05-29,0.371,8,AM,May
2014-04-12,0.264,2,PM,April
2014-02-07,1.63,6,PM,February
2014-11-18,0.616,6,AM,November
2014-02-20,0.335,12,AM,February
2014-05-13,0.176,1,AM,May
2014-08-28,0.209,2,AM,August
2014-03-29,0.595,6,AM,March
2014-03-20,0.157,2,AM,March
2014-01-19,0.972,12,PM,January
2014-03-18,0.182,1,AM,March
2014-08-18,0.226,4,AM,August
2014-12-02,0.405,8,AM,December
2014-12-12,0.396,12,AM,December
2014-02-13,2.016,6,PM,February
2014-01-23,0.396,1,AM,January
2014-12-29,0.267,9,AM,December
2014-01-04,0.612,1,AM,January
2014-05-18,0.442,12,PM,May
2014-03-12,1.187,6,PM,March
2014-10-16,0.288,11,AM,October
2014-11-27,0.149,2,PM,November
2014-03-18,0.412,11,AM,March
2014-01-30,0.816,10,AM,January
2014-02-22,0.734,10,AM,February
2014-05-15,1.195,7,PM,May
2014-07-27,2.57,5,PM,July
2014-06-08,1.526,2,PM,June
2014-10-29,0.252,10,AM,October
2014-04-09,0.057,2,AM,April
2014-02-02,1.22,5,PM,February
2014-05-14,0.957,5,PM,May
2014-08-16,1.123,12,AM,August
2014-12-07,0.294,4,AM,December
2014-08-17,1.81,8,AM,August
2014-08-02,0.727,10,AM,August
2014-06-10,0.382,3,AM,June
2014-11-01,0.157,5,AM,November
2014-10-22,0.115,1,AM,October
2014-06-25,0.792,11,PM,June
2014-12-24,1.584,8,PM,December
2014-12-21,0.363,2,AM,December
2014-08-31,1.264,5,PM,August
2014-11-14,0.077,3,AM,November
2014-09-17,0.308,1,PM,September
2014-04-08,0.174,11,AM,April
2014-08-13,0.226,4,AM,August
2014-12-12,1.101,5,AM,December
2014-02-22,1.134,4,PM,February
2014-08-30,0.335,4,AM,August
2014-05-30,0.818,5,AM,May
2014-04-13,0.324,3,PM,April
2014-05-12,0.381,8,AM,May
2014-06-06,0.684,10,AM,June
2014-01-18,0.984,1,PM,January
2014-04-29,0.052,4,AM,April
2014-03-13,0.178,2,AM,March
2014-04-16,0.167,11,AM,April
2014-01-05,0.972,11,AM,January
2014-05-23,0.171,1,AM,May
2014-11-13,0.079,3,AM,November
2014-03-03,0.396,11,PM,March
2014-11-15,0.139,1,AM,November
2014-12-19,0.356,1,PM,December
2014-06-12,2.387,5,PM,June
2014-10-09,0.115,4,AM,October
2014-01-02,0.91,11,AM,January
2014-02-28,0.57,12,PM,February
2014-11-29,0.353,6,AM,November
2014-01-02,0.456,4,AM,January
2014-08-12,0.266,4,AM,August
2014-08-30,1.008,11,PM,August
2014-12-08,0.205,1,AM,December
2014-06-03,0.41,1,AM,June
2014-02-06,0.389,3,PM,February
2014-04-12,0.583,6,PM,April
2014-04-02,0.41,6,AM,April
2014-06-15,1.863,4,PM,June
2014-09-27,0.294,10,PM,September
2014-09-11,0.238,8,AM,September
2014-11-28,0.09,3,AM,November
2014-03-08,0.552,12,PM,March
2014-02-07,0.288,4,AM,February
2014-02-12,1.732,5,PM,February
2014-06-21,1.312,3,PM,June
